33,0,0,0,0,3,4,12,4
34,0,5,0,0,2,5,12,5
35,0,11,0,0,3,6,12,6
36,0,18,0,0,3,6,12,6
37,0,25,0,0,3,6,12,6
38,0,32,0,0,3,6,12,6
39,0,39,0,0,2,3,12,3
40,0,43,0,0,2,5,13,5
41,0,49,0,0,2,5,13,5
42,0,55,0,0,4,6,12,6
43,0,62,0,0,5,6,12,6
44,0,69,0,0,9,5,13,5
45,0,75,0,0,7,6,12,6
46,0,82,0,0,9,5,12,5
47,0,88,0,0,3,6,13,6
48,0,95,0,0,3,6,12,6
49,0,102,0,0,3,4,12,4
50,0,107,0,0,3,6,12,6
51,0,114,0,0,3,6,12,6
52,0,121,0,0,3,6,12,6
53,0,128,0,0,3,6,12,6
54,0,135,0,0,3,6,12,6
55,0,142,0,0,3,6,12,6
56,0,149,0,0,3,6,12,6
57,0,156,0,0,3,6,12,6
58,0,163,0,0,5,4,12,4
59,0,168,0,0,5,5,13,5
60,0,174,0,0,3,6,12,6
61,0,181,0,0,6,6,12,6
62,0,188,0,0,3,6,12,6
63,0,195,0,0,3,6,12,6
64,0,202,0,0,3,6,12,6
65,0,209,0,0,3,6,12,6
66,0,216,0,0,3,6,12,6
67,0,223,0,0,3,6,12,6
68,0,230,0,0,3,6,12,6
69,0,237,0,0,3,6,12,6
70,0,244,0,0,3,6,12,6
71,0,251,0,0,3,6,12,6
72,0,258,0,0,3,6,12,6
73,0,265,0,0,3,5,12,5
74,0,271,0,0,3,6,12,6
75,0,278,0,0,3,6,12,6
76,0,285,0,0,3,6,12,6
77,0,292,0,0,3,6,12,6
78,0,299,0,0,3,6,12,6
79,0,306,0,0,3,6,12,6
80,0,313,0,0,3,6,12,6
81,0,320,0,0,3,7,14,7
82,0,328,0,0,3,6,12,6
83,0,335,0,0,3,6,12,6
84,0,342,0,0,3,6,12,6
85,0,349,0,0,3,6,12,6
86,0,356,0,0,3,6,12,6
87,0,363,0,0,3,6,12,6
88,0,370,0,0,3,6,12,6
89,0,377,0,0,3,6,12,6
90,0,384,0,0,3,6,12,6
91,0,391,0,0,2,6,13,6
92,0,398,0,0,3,6,13,6
93,0,405,0,0,2,5,13,5
94,0,411,0,0,2,6,12,6
95,0,418,0,0,12,6,13,6
96,0,425,0,0,2,4,12,4
97,0,430,0,0,6,6,12,6
98,0,437,0,0,3,6,12,6
99,0,444,0,0,6,6,12,6
100,0,451,0,0,3,6,12,6
101,0,458,0,0,6,6,12,6
102,0,465,0,0,3,6,12,6
103,0,472,0,0,6,6,14,6
104,0,479,0,0,3,6,12,6
105,0,486,0,0,3,4,12,4
106,0,491,0,0,3,5,14,5
107,0,497,0,0,3,6,12,6
108,0,504,0,0,3,4,12,4
109,0,509,0,0,6,6,12,6
110,0,516,0,0,6,6,12,6
111,0,523,0,0,6,6,12,6
112,0,530,0,0,6,6,14,6
113,0,537,0,0,6,6,14,6
114,0,544,0,0,6,6,12,6
115,0,551,0,0,6,6,12,6
116,0,558,0,0,3,6,12,6
117,0,565,0,0,6,6,12,6
118,0,572,0,0,6,6,12,6
119,0,579,0,0,6,6,12,6
120,0,586,0,0,6,6,12,6
121,0,593,0,0,6,6,14,6
122,0,600,0,0,6,6,12,6
123,0,607,0,0,2,6,13,6
124,0,614,0,0,2,4,13,4
125,0,619,0,0,2,6,13,6
126,0,626,0,0,7,6,12,6
12289,0,633,0,0,11,4,13,4
12290,0,638,0,0,9,6,13,6
65292,0,645,0,0,10,5,13,5
65294,0,651,0,0,10,8,12,8
12539,0,660,0,0,6,7,12,7
65306,0,668,0,0,5,7,12,7
65307,0,676,0,0,5,7,12,7
65311,0,684,0,0,2,10,12,10
65281,0,695,0,0,2,11,12,11
12443,0,707,0,0,0,6,12,6
12444,0,714,0,0,0,6,12,6
180,0,721,0,0,2,5,12,5
65344,0,727,0,0,1,7,12,7
168,0,735,0,0,3,6,12,6
65342,0,742,0,0,1,9,12,9
65507,0,752,0,0,1,13,12,13
65343,0,766,0,0,12,13,13,13
12541,0,780,0,0,3,8,12,8
12542,0,789,0,0,1,11,12,11
12445,0,801,0,0,3,9,12,9
12446,0,811,0,0,1,11,12,11
12291,0,823,0,0,4,9,12,9
20189,0,833,0,0,1,12,12,12
12293,0,846,0,0,3,10,12,10
12294,0,857,0,0,3,11,12,11
12295,0,869,0,0,3,12,12,12
12540,0,882,0,0,5,11,12,11
8213,0,894,0,0,7,13,12,13
8208,0,908,0,0,7,8,12,8
65295,0,917,0,0,2,12,13,12
92,0,930,0,0,3,6,13,6
65374,0,937,0,0,6,11,12,11
8741,0,949,0,0,1,8,14,8
65372,0,958,0,0,1,7,14,7
8230,0,966,0,0,10,12,12,12
8229,0,979,0,0,10,9,12,9
8216,0,989,0,0,1,5,12,5
8217,0,995,0,0,1,5,12,5
8220,0,1001,0,0,1,8,12,8
8221,0,1010,0,0,1,8,12,8
65288,0,0,14,0,1,11,14,11
65289,0,12,14,0,1,6,14,6
12308,0,19,14,0,1,11,14,11
12309,0,31,14,0,1,5,14,5
65339,0,37,14,0,1,11,14,11
65341,0,49,14,0,1,6,14,6
65371,0,56,14,0,1,11,14,11
65373,0,68,14,0,1,7,14,7
12296,0,76,14,0,2,11,13,11
12297,0,88,14,0,2,5,13,5
12298,0,94,14,0,2,12,13,12
12299,0,107,14,0,2,7,13,7
12300,0,115,14,0,1,11,12,11
12301,0,127,14,0,6,6,14,6
12302,0,134,14,0,1,11,12,11
12303,0,146,14,0,5,8,14,8
12304,0,155,14,0,1,11,14,11
12305,0,167,14,0,1,8,14,8
65291,0,176,14,0,3,11,12,11
65293,0,188,14,0,7,11,12,11
177,0,200,14,0,4,6,12,6
215,0,207,14,0,5,6,12,6
247,0,214,14,0,4,6,12,6
65309,0,221,14,0,6,11,12,11
8800,0,233,14,0,4,11,12,11
65308,0,245,14,0,3,11,12,11
65310,0,257,14,0,3,12,12,12
8806,0,270,14,0,3,11,12,11
8807,0,282,14,0,3,11,12,11
8734,0,294,14,0,5,12,12,12
8756,0,307,14,0,3,11,12,11
9794,0,319,14,0,3,11,12,11
9792,0,331,14,0,2,10,12,10
176,0,342,14,0,2,5,12,5
8242,0,348,14,0,2,5,12,5
8243,0,354,14,0,2,8,12,8
8451,0,363,14,0,1,11,12,11
65509,0,375,14,0,2,10,12,10
65284,0,386,14,0,2,10,12,10
65504,0,397,14,0,2,10,13,10
65505,0,408,14,0,2,11,12,11
65285,0,420,14,0,2,11,12,11
65283,0,432,14,0,2,11,12,11
65286,0,444,14,0,2,11,12,11
65290,0,456,14,0,2,10,12,10
65312,0,467,14,0,2,11,12,11
167,0,479,14,0,2,5,13,5
9734,0,485,14,0,1,12,12,12
9733,0,498,14,0,1,12,12,12
9675,0,511,14,0,2,12,12,12
9679,0,524,14,0,2,12,12,12
9678,0,537,14,0,2,12,12,12
9671,0,550,14,0,2,12,13,12
9670,0,563,14,0,2,12,13,12
9633,0,576,14,0,0,14,12,13
9632,0,591,14,0,0,13,12,13
9651,0,605,14,0,3,11,12,11
9650,0,617,14,0,3,11,12,11
9661,0,629,14,0,3,11,12,11
9660,0,641,14,0,3,11,12,11
8251,0,653,14,0,2,12,13,12
12306,0,666,14,0,4,11,12,11
8594,0,678,14,0,3,12,12,12
8592,0,691,14,0,3,12,12,12
8593,0,704,14,0,2,11,13,11
8595,0,716,14,0,2,11,13,11
12307,0,728,14,0,4,11,12,11
8712,0,740,14,0,4,11,12,11
8715,0,752,14,0,4,11,12,11
8838,0,764,14,0,3,11,12,11
8839,0,776,14,0,3,11,12,11
8834,0,788,14,0,4,11,12,11
8835,0,800,14,0,4,11,12,11
8746,0,812,14,0,3,10,12,10
8745,0,823,14,0,3,10,12,10
8743,0,834,14,0,2,11,12,11
8744,0,846,14,0,2,11,12,11
65506,0,858,14,0,7,11,12,11
8658,0,870,14,0,4,12,12,12
8660,0,883,14,0,4,12,12,12
8704,0,896,14,0,2,11,12,11
8707,0,908,14,0,2,10,12,10
8736,0,919,14,0,3,11,12,11
8869,0,931,14,0,3,11,12,11
8978,0,943,14,0,1,12,12,12
8706,0,956,14,0,3,10,12,10
8711,0,967,14,0,3,11,12,11
8801,0,979,14,0,4,11,12,11
8786,0,991,14,0,3,11,12,11
8810,0,1003,14,0,3,11,12,11
8811,0,0,28,0,3,10,12,10
8730,0,11,28,0,1,12,12,12
8765,0,24,28,0,4,12,12,12
8733,0,37,28,0,4,11,12,11
8757,0,49,28,0,3,11,12,11
8747,0,61,28,0,1,8,13,8
8748,0,70,28,0,1,10,13,10
8491,0,81,28,0,1,10,12,10
8240,0,92,28,0,2,12,12,12
9839,0,105,28,0,2,11,12,11
9837,0,117,28,0,2,9,12,9
9834,0,127,28,0,2,10,12,10
8224,0,138,28,0,1,9,13,9
8225,0,148,28,0,1,9,13,9
182,0,158,28,0,1,7,12,7
9711,0,166,28,0,2,12,13,12
65296,0,179,28,0,2,10,12,10
65297,0,190,28,0,2,7,12,7
65298,0,198,28,0,2,10,12,10
65299,0,209,28,0,2,10,12,10
65300,0,220,28,0,2,10,12,10
65301,0,231,28,0,2,10,12,10
65302,0,242,28,0,2,10,12,10
65303,0,253,28,0,2,10,12,10
65304,0,264,28,0,2,10,12,10
65305,0,275,28,0,2,10,12,10
65313,0,286,28,0,2,11,12,11
65314,0,298,28,0,2,11,12,11
65315,0,310,28,0,2,11,12,11
65316,0,322,28,0,2,11,12,11
65317,0,334,28,0,2,10,12,10
65318,0,345,28,0,2,10,12,10
65319,0,356,28,0,2,11,12,11
65320,0,368,28,0,2,11,12,11
65321,0,380,28,0,2,7,12,7
65322,0,388,28,0,2,9,12,9
65323,0,398,28,0,2,11,12,11
65324,0,410,28,0,2,10,12,10
65325,0,421,28,0,2,11,12,11
65326,0,433,28,0,2,10,12,10
65327,0,444,28,0,2,11,12,11
65328,0,456,28,0,2,10,12,10
65329,0,467,28,0,2,11,14,11
65330,0,479,28,0,2,10,12,10
65331,0,490,28,0,2,11,12,11
65332,0,502,28,0,2,11,12,11
65333,0,514,28,0,2,10,12,10
65334,0,525,28,0,2,10,12,10
65335,0,536,28,0,2,11,12,11
65336,0,548,28,0,2,10,12,10
65337,0,559,28,0,2,10,12,10
65338,0,570,28,0,2,10,12,10
65345,0,581,28,0,5,10,12,10
65346,0,592,28,0,2,10,12,10
